response_id,customer_id,survey_date,region,customer_segment,industry,response_channel,service_category,nps_score,csat_score,resolution_days,issue_resolved,feedback_text
RSP-3447,CUST-1089,2025-07-22,North America,Mid-Market,Technology,Phone,Product,10,4,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-3448,CUST-4721,2025-10-11,Latin America,SMB,Retail,Email,Quality,8,5,3,No,"Delivery was on time, product packaging was slightly damaged."
RSP-3449,CUST-5111,2025-06-06,Europe,Mid-Market,Healthcare,Phone,Customer Support,7,4,3,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-3450,CUST-4470,2025-03-22,North America,SMB,Finance,Email,Customer Support,4,1,7,Yes,Quality has visibly degraded over the last few months.
RSP-3451,CUST-1753,2025-09-25,North America,Mid-Market,Manufacturing,Email,Product,10,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-3452,CUST-2025,2025-04-19,Europe,Mid-Market,Manufacturing,Phone,Customer Support,10,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-3453,CUST-1458,2025-04-23,North America,Mid-Market,Healthcare,Email,Product,8,4,2,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3454,CUST-2504,2025-10-14,Middle East & Africa,SMB,Healthcare,In-App,Customer Support,3,2,4,No,Frequent downtime impacted our business operations.
RSP-3455,CUST-1632,2025-12-21,Middle East & Africa,Mid-Market,Healthcare,Phone,Product,9,5,1,Yes,Best customer service team in the industry. Kudos!
RSP-3456,CUST-4910,2025-06-10,North America,SMB,Healthcare,Phone,Product,7,4,3,No,"Decent features for SMBs, but needs better reporting tools."
RSP-3457,CUST-4116,2025-03-26,Europe,SMB,Manufacturing,Phone,Customer Support,10,5,2,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-3458,CUST-4043,2025-11-28,Asia-Pacific,Enterprise,Finance,Email,Quality,6,1,21,No,Customer service agent was rude and transferred me three times.
RSP-3459,CUST-2595,2025-05-19,Middle East & Africa,Mid-Market,Finance,Phone,Customer Support,1,1,14,Yes,Product keeps crashing after the latest update.
RSP-3460,CUST-1855,2025-02-09,Middle East & Africa,Enterprise,Manufacturing,Web,Quality,5,3,7,No,"Issue took over a week to resolve, very frustrating."
RSP-3461,CUST-3748,2025-01-15,North America,Mid-Market,Retail,Email,Customer Support,0,3,21,Yes,Pricing is way too high for the features provided.
RSP-3462,CUST-3311,2025-03-25,North America,Mid-Market,Technology,Phone,Product,7,3,2,Yes,"Support resolved the issue, but communication could be better."
RSP-3463,CUST-1535,2025-04-19,Europe,Mid-Market,Technology,Phone,Quality,4,2,7,Yes,Frequent downtime impacted our business operations.
RSP-3464,CUST-1089,2025-06-08,North America,Mid-Market,Finance,Email,Pricing,6,1,4,Yes,Pricing is way too high for the features provided.
RSP-3465,CUST-2652,2025-11-23,Europe,Mid-Market,Finance,Web,Product,8,3,3,Yes,"Product works fine, but missing key integrations."
RSP-3466,CUST-2968,2025-05-18,North America,SMB,Manufacturing,Phone,Product,7,3,3,Yes,"Support resolved the issue, but communication could be better."
RSP-3467,CUST-1367,2025-10-16,Europe,SMB,Retail,Web,Product,10,5,1,No,Best customer service team in the industry. Kudos!
RSP-3468,CUST-1374,2025-01-25,Middle East & Africa,Mid-Market,Retail,Email,Delivery,1,2,7,Yes,"Issue took over a week to resolve, very frustrating."
RSP-3469,CUST-1763,2025-06-08,Europe,Enterprise,Technology,Email,Delivery,3,1,5,Yes,Support response was extremely slow and unhelpful.
RSP-3470,CUST-3921,2025-05-25,Europe,SMB,Technology,Web,Product,7,4,5,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3471,CUST-5097,2025-04-10,Asia-Pacific,Mid-Market,Technology,In-App,Delivery,0,1,5,Yes,"Issue took over a week to resolve, very frustrating."
RSP-3472,CUST-4200,2025-07-02,Europe,Mid-Market,Finance,Email,Pricing,1,2,10,Yes,Delivery took twice as long as promised.
RSP-3473,CUST-1797,2025-06-19,North America,Enterprise,Technology,Email,Customer Support,7,4,2,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3474,CUST-5125,2025-02-21,North America,Mid-Market,Technology,Email,Customer Support,9,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-3475,CUST-1194,2025-10-28,Europe,Mid-Market,Technology,Email,Customer Support,6,2,5,No,Customer service agent was rude and transferred me three times.
RSP-3476,CUST-4907,2025-10-28,Middle East & Africa,Mid-Market,Retail,Web,Pricing,3,2,5,Yes,Support response was extremely slow and unhelpful.
RSP-3477,CUST-3376,2025-03-24,Asia-Pacific,SMB,Technology,Web,Delivery,2,2,14,No,Delivery took twice as long as promised.
RSP-3478,CUST-4793,2025-02-10,Asia-Pacific,Enterprise,Technology,Email,Product,7,4,2,No,"Support resolved the issue, but communication could be better."
RSP-3479,CUST-2897,2025-04-21,Europe,SMB,Healthcare,Email,Delivery,4,2,7,No,Delivery took twice as long as promised.
RSP-3480,CUST-2319,2025-09-14,Latin America,Mid-Market,Technology,In-App,Customer Support,8,4,2,Yes,"Acceptable response time, issue was eventually fixed."
RSP-3481,CUST-4665,2025-03-09,North America,Enterprise,Healthcare,Email,Quality,7,4,2,Yes,"Acceptable response time, issue was eventually fixed."
RSP-3482,CUST-3382,2025-07-04,North America,SMB,Retail,Phone,Product,9,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-3483,CUST-1327,2025-12-31,Latin America,Mid-Market,Manufacturing,Email,Product,9,4,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-3484,CUST-2958,2025-04-17,North America,Mid-Market,Finance,Web,Pricing,7,4,3,No,"Support resolved the issue, but communication could be better."
RSP-3485,CUST-2248,2025-10-18,North America,Mid-Market,Finance,Email,Pricing,5,1,10,Yes,Billing error was not resolved on time.
RSP-3486,CUST-1797,2025-01-08,Middle East & Africa,SMB,Finance,Email,Product,8,5,2,Yes,"Average experience, nothing exceptional to report."
RSP-3487,CUST-3535,2025-10-08,North America,Mid-Market,Retail,Email,Product,9,5,2,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-3488,CUST-5087,2025-02-18,North America,Mid-Market,Manufacturing,In-App,Customer Support,9,3,1,Yes,Best customer service team in the industry. Kudos!
RSP-3489,CUST-3569,2025-03-28,Europe,SMB,Finance,Web,Delivery,0,1,21,Yes,Quality has visibly degraded over the last few months.
RSP-3490,CUST-2322,2025-02-04,North America,SMB,Healthcare,Web,Customer Support,3,2,21,Yes,Quality has visibly degraded over the last few months.
RSP-3491,CUST-3976,2025-06-30,Asia-Pacific,Enterprise,Healthcare,Email,Quality,6,1,10,Yes,Product keeps crashing after the latest update.
RSP-3492,CUST-1582,2025-04-02,North America,Enterprise,Finance,Phone,Quality,6,1,10,Yes,Billing error was not resolved on time.
RSP-3493,CUST-3113,2025-08-31,Latin America,Mid-Market,Technology,Phone,Product,1,2,5,Yes,Quality has visibly degraded over the last few months.
RSP-3494,CUST-4621,2025-11-29,North America,Mid-Market,Healthcare,Email,Customer Support,9,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-3495,CUST-2015,2025-10-19,Europe,SMB,Healthcare,Email,Product,10,5,1,Yes,Best customer service team in the industry. Kudos!
RSP-3496,CUST-1324,2025-07-06,Latin America,Enterprise,Healthcare,Web,Delivery,0,1,14,Yes,Quality has visibly degraded over the last few months.
RSP-3497,CUST-4284,2025-07-29,Asia-Pacific,Mid-Market,Manufacturing,In-App,Delivery,3,2,7,Yes,Frequent downtime impacted our business operations.
RSP-3498,CUST-2056,2025-08-14,Asia-Pacific,Enterprise,Technology,Web,Product,7,5,3,No,"Acceptable response time, issue was eventually fixed."
RSP-3499,CUST-5198,2025-11-16,Asia-Pacific,SMB,Finance,Email,Delivery,2,3,5,Yes,No feedback provided
RSP-3500,CUST-4061,2025-02-12,Europe,Mid-Market,Technology,Email,Quality,6,1,7,Yes,Customer service agent was rude and transferred me three times.
RSP-3501,CUST-5144,2025-08-19,North America,SMB,Healthcare,Email,Pricing,7,4,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-3502,CUST-1349,2025-11-14,North America,Mid-Market,Healthcare,Email,Customer Support,7,3,4,Yes,"Product works fine, but missing key integrations."
RSP-3503,CUST-3005,2025-12-25,Europe,Mid-Market,Finance,Email,Customer Support,3,2,10,No,Platform UI is slow and unintuitive.
RSP-3504,CUST-1065,2025-03-21,Europe,Mid-Market,Technology,Email,Customer Support,5,3,14,Yes,Product keeps crashing after the latest update.
RSP-3505,CUST-3381,2025-07-12,Europe,SMB,Technology,Phone,Delivery,2,2,21,Yes,Delivery took twice as long as promised.
RSP-3506,CUST-4270,2025-02-07,Europe,Mid-Market,Retail,Web,Product,10,4,1,Yes,Great value for money and outstanding service reliability.
RSP-3507,CUST-4180,2025-08-25,North America,Mid-Market,Finance,Email,Product,7,4,2,Yes,"Support resolved the issue, but communication could be better."
RSP-3508,CUST-3858,2025-08-27,Asia-Pacific,SMB,Technology,Email,Customer Support,10,3,2,Yes,Best customer service team in the industry. Kudos!
RSP-3509,CUST-4808,2025-02-25,Middle East & Africa,Enterprise,Manufacturing,Phone,Pricing,4,2,10,No,Product keeps crashing after the latest update.
RSP-3510,CUST-2476,2025-02-25,Europe,Mid-Market,Retail,In-App,Product,8,5,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3511,CUST-4548,2025-04-13,Latin America,SMB,Finance,In-App,Quality,9,4,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-3512,CUST-3692,2025-02-03,Asia-Pacific,Mid-Market,Technology,Email,Quality,9,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-3513,CUST-3805,2025-11-06,Europe,Mid-Market,Finance,Email,Product,7,3,2,Yes,"Service is okay, expecting more frequent software updates."
RSP-3514,CUST-2741,2025-12-26,North America,Mid-Market,Technology,Phone,Pricing,5,2,14,Yes,Billing error was not resolved on time.
RSP-3515,CUST-1936,2025-05-23,North America,Mid-Market,Healthcare,Phone,Product,10,4,3,Yes,Best customer service team in the industry. Kudos!
RSP-3516,CUST-1313,2025-10-07,Middle East & Africa,SMB,Technology,Web,Product,10,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-3517,CUST-4849,2025-03-16,North America,Enterprise,Healthcare,Web,Customer Support,9,5,1,Yes,Great value for money and outstanding service reliability.
RSP-3518,CUST-3622,2025-10-18,Asia-Pacific,Mid-Market,Healthcare,Email,Product,3,1,4,Yes,Support response was extremely slow and unhelpful.
RSP-3519,CUST-4115,2025-02-01,North America,SMB,Retail,Email,Delivery,9,5,3,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-3520,CUST-4523,2025-08-31,Latin America,Mid-Market,Technology,In-App,Pricing,4,3,4,No,Pricing is way too high for the features provided.
RSP-3521,CUST-1443,2025-04-19,North America,Enterprise,Retail,Email,Product,7,3,3,Yes,"Product works fine, but missing key integrations."
RSP-3522,CUST-4464,2025-05-19,Asia-Pacific,Mid-Market,Healthcare,Email,Customer Support,3,2,5,No,Quality has visibly degraded over the last few months.
RSP-3523,CUST-2442,2025-02-12,North America,SMB,Technology,Email,Product,3,2,21,Yes,Delivery took twice as long as promised.
RSP-3524,CUST-1567,2025-05-21,Europe,Mid-Market,Technology,Email,Quality,0,2,5,Yes,Customer service agent was rude and transferred me three times.
RSP-3525,CUST-1669,2025-06-02,Europe,Mid-Market,Technology,Email,Product,9,4,2,Yes,Best customer service team in the industry. Kudos!
RSP-3526,CUST-4438,2025-09-26,Latin America,Mid-Market,Technology,In-App,Product,8,4,3,No,"Pricing is fair, but onboarding was slightly confusing."
RSP-3527,CUST-3125,2025-04-05,Asia-Pacific,SMB,Manufacturing,Phone,Product,9,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-3528,CUST-1757,2025-08-08,Latin America,Enterprise,Retail,Email,Product,10,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-3529,CUST-3432,2025-03-26,North America,SMB,Technology,Email,Customer Support,7,4,4,No,"Pricing is fair, but onboarding was slightly confusing."
RSP-3530,CUST-3861,2025-08-03,Latin America,Mid-Market,Manufacturing,Web,Product,8,3,4,Yes,"Service is okay, expecting more frequent software updates."
RSP-3531,CUST-4895,2025-10-02,Asia-Pacific,Enterprise,Finance,Email,Pricing,6,1,4,No,Delivery took twice as long as promised.
RSP-3532,CUST-4578,2025-07-01,Europe,SMB,Technology,Phone,Product,8,5,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3533,CUST-1081,2025-10-15,Middle East & Africa,Enterprise,Finance,Phone,Product,4,1,14,No,Frequent downtime impacted our business operations.
RSP-3534,CUST-2626,2025-02-09,Europe,Enterprise,Retail,Phone,Delivery,4,1,7,Yes,Frequent downtime impacted our business operations.
RSP-3535,CUST-2184,2025-06-15,Europe,SMB,Technology,Phone,Product,9,4,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-3536,CUST-1116,2025-03-19,North America,Mid-Market,Manufacturing,Phone,Product,6,2,5,No,Billing error was not resolved on time.
RSP-3537,CUST-2208,2025-09-13,Asia-Pacific,Mid-Market,Retail,Email,Delivery,6,1,5,No,"Issue took over a week to resolve, very frustrating."
RSP-3538,CUST-1930,2025-12-12,Europe,Mid-Market,Retail,Phone,Quality,8,4,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3539,CUST-3152,2025-09-24,Latin America,Enterprise,Healthcare,Email,Product,9,4,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-3540,CUST-4690,2025-03-06,Middle East & Africa,Enterprise,Finance,In-App,Product,7,5,2,No,"Service is okay, expecting more frequent software updates."
RSP-3541,CUST-1798,2025-01-19,Europe,Enterprise,Healthcare,Email,Product,8,4,3,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-3542,CUST-2537,2025-08-04,Asia-Pacific,Mid-Market,Retail,Web,Delivery,0,3,10,Yes,Platform UI is slow and unintuitive.
RSP-3543,CUST-2360,2025-11-04,Asia-Pacific,Enterprise,Technology,Phone,Product,10,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-3544,CUST-2770,2025-06-28,North America,Mid-Market,Healthcare,Email,Customer Support,7,5,5,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-3545,CUST-2565,2025-12-14,Europe,Enterprise,Technology,In-App,Customer Support,4,2,14,Yes,Frequent downtime impacted our business operations.
RSP-3546,CUST-1117,2025-07-09,North America,SMB,Healthcare,Email,Product,10,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-3547,CUST-1132,2025-06-04,Europe,Enterprise,Technology,Email,Product,10,4,1,Yes,The team went above and beyond to help us with our migration.
RSP-3548,CUST-5113,2025-03-05,Asia-Pacific,Enterprise,Healthcare,Web,Pricing,6,1,4,No,Billing error was not resolved on time.
RSP-3549,CUST-4735,2025-07-31,North America,Mid-Market,Manufacturing,Web,Quality,9,5,2,Yes,Top-tier enterprise platform with excellent security features.
RSP-3550,CUST-3881,2025-06-30,Middle East & Africa,Mid-Market,Finance,Email,Product,8,4,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3551,CUST-3751,2025-02-28,Europe,Enterprise,Healthcare,Web,Delivery,4,2,14,No,Delivery took twice as long as promised.
RSP-3552,CUST-4758,2025-08-08,North America,SMB,Retail,Web,Delivery,7,4,4,No,"Acceptable response time, issue was eventually fixed."
RSP-3553,CUST-2449,2025-10-11,Latin America,Mid-Market,Retail,Email,Product,8,4,2,Yes,"Average experience, nothing exceptional to report."
RSP-3554,CUST-4570,2025-07-15,North America,Mid-Market,Retail,Web,Delivery,10,5,2,Yes,The team went above and beyond to help us with our migration.
RSP-3555,CUST-4583,2025-11-21,Middle East & Africa,SMB,Healthcare,Email,Customer Support,8,4,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-3556,CUST-1812,2025-02-14,Europe,SMB,Finance,Email,Product,0,1,5,No,Product keeps crashing after the latest update.
RSP-3557,CUST-1734,2025-11-29,Latin America,Mid-Market,Finance,Web,Pricing,9,4,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-3558,CUST-4369,2025-02-23,Europe,SMB,Technology,Web,Delivery,10,4,1,Yes,Best customer service team in the industry. Kudos!
RSP-3559,CUST-1816,2025-11-21,North America,SMB,Technology,Web,Product,6,2,21,Yes,Billing error was not resolved on time.
RSP-3560,CUST-5123,2025-10-25,Middle East & Africa,Mid-Market,Healthcare,Web,Product,6,2,5,Yes,Support response was extremely slow and unhelpful.
RSP-3561,CUST-3374,2025-08-04,North America,SMB,Finance,Email,Quality,6,2,14,No,Pricing is way too high for the features provided.
RSP-3562,CUST-2825,2025-08-21,Europe,Mid-Market,Healthcare,Phone,Product,7,3,2,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3563,CUST-1937,2025-04-11,Latin America,Enterprise,Technology,Phone,Customer Support,4,1,7,No,Billing error was not resolved on time.
RSP-3564,CUST-2019,2025-06-29,North America,Mid-Market,Finance,Email,Product,8,5,2,Yes,"Service is okay, expecting more frequent software updates."
RSP-3565,CUST-4382,2025-11-27,North America,SMB,Technology,Phone,Quality,10,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-3566,CUST-1062,2025-07-11,North America,Mid-Market,Finance,Web,Delivery,6,3,14,No,Pricing is way too high for the features provided.
RSP-3567,CUST-5157,2025-05-26,Europe,Mid-Market,Technology,Email,Delivery,1,2,7,Yes,Quality has visibly degraded over the last few months.
RSP-3568,CUST-3166,2025-06-07,North America,Enterprise,Technology,Email,Pricing,3,1,4,Yes,Customer service agent was rude and transferred me three times.
RSP-3569,CUST-2978,2025-01-03,Europe,Enterprise,Manufacturing,Web,Product,8,4,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3570,CUST-1267,2025-01-08,North America,Mid-Market,Healthcare,Phone,Quality,3,1,7,Yes,Support response was extremely slow and unhelpful.
RSP-3571,CUST-2256,2025-07-11,North America,Mid-Market,Technology,Email,Product,2,2,4,No,Platform UI is slow and unintuitive.
RSP-3572,CUST-3600,2025-06-21,North America,Mid-Market,Retail,Email,Customer Support,10,5,3,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-3573,CUST-4522,2025-05-04,North America,SMB,Technology,Web,Quality,10,5,3,Yes,Top-tier enterprise platform with excellent security features.
RSP-3574,CUST-2578,2025-11-12,North America,Mid-Market,Finance,Phone,Customer Support,7,4,5,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3575,CUST-1422,2025-10-23,North America,SMB,Technology,Web,Product,7,3,2,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3576,CUST-2055,2025-11-22,North America,SMB,Healthcare,Email,Customer Support,8,4,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3577,CUST-2423,2025-07-26,Europe,Mid-Market,Healthcare,In-App,Delivery,6,1,4,Yes,"Issue took over a week to resolve, very frustrating."
RSP-3578,CUST-2297,2025-08-12,Europe,Mid-Market,Healthcare,Web,Product,6,2,14,Yes,Pricing is way too high for the features provided.
RSP-3579,CUST-1815,2025-12-30,Latin America,Enterprise,Technology,Web,Pricing,2,1,4,Yes,Delivery took twice as long as promised.
RSP-3580,CUST-5130,2025-03-02,Asia-Pacific,Mid-Market,Healthcare,Phone,Quality,1,2,14,Yes,Frequent downtime impacted our business operations.
RSP-3581,CUST-4211,2025-11-18,Asia-Pacific,Mid-Market,Technology,Email,Customer Support,8,4,2,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-3582,CUST-2302,2025-06-15,North America,Mid-Market,Healthcare,Web,Product,5,1,4,Yes,Pricing is way too high for the features provided.
RSP-3583,CUST-1763,2025-02-17,Europe,SMB,Finance,Phone,Product,10,4,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-3584,CUST-4583,2025-01-06,Asia-Pacific,Enterprise,Technology,Email,Customer Support,8,4,2,Yes,"Average experience, nothing exceptional to report."
RSP-3585,CUST-1227,2025-11-13,Asia-Pacific,Enterprise,Technology,Phone,Delivery,1,1,10,Yes,Platform UI is slow and unintuitive.
RSP-3586,CUST-1645,2025-10-20,North America,SMB,Finance,Phone,Delivery,5,2,21,Yes,Customer service agent was rude and transferred me three times.
RSP-3587,CUST-1207,2025-03-08,North America,Enterprise,Finance,Phone,Product,7,3,3,No,"Service is okay, expecting more frequent software updates."
RSP-3588,CUST-3933,2025-04-06,Asia-Pacific,Enterprise,Technology,Email,Customer Support,7,5,4,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-3589,CUST-2816,2025-06-02,Asia-Pacific,SMB,Technology,Phone,Customer Support,7,3,2,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-3590,CUST-3009,2025-07-13,North America,SMB,Finance,Web,Customer Support,9,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-3591,CUST-1423,2025-05-21,North America,SMB,Retail,In-App,Product,6,1,7,Yes,Product keeps crashing after the latest update.
RSP-3592,CUST-2177,2025-11-18,North America,SMB,Technology,Web,Product,7,4,3,Yes,"Product works fine, but missing key integrations."
RSP-3593,CUST-1847,2025-02-26,Asia-Pacific,Mid-Market,Retail,Web,Customer Support,10,5,3,Yes,Best customer service team in the industry. Kudos!
RSP-3594,CUST-2005,2025-02-24,Asia-Pacific,Mid-Market,Technology,In-App,Customer Support,6,1,7,Yes,Delivery took twice as long as promised.
RSP-3595,CUST-3313,2025-05-15,North America,Enterprise,Finance,Email,Delivery,7,4,2,Yes,"Average experience, nothing exceptional to report."
RSP-3596,CUST-1760,2025-02-09,Europe,SMB,Technology,Email,Quality,10,5,1,Yes,Best customer service team in the industry. Kudos!
RSP-3597,CUST-3960,2025-04-17,North America,Enterprise,Healthcare,Phone,Product,10,5,1,No,Top-tier enterprise platform with excellent security features.
RSP-3598,CUST-1824,2025-09-09,Europe,SMB,Technology,Email,Delivery,5,1,7,Yes,Support response was extremely slow and unhelpful.
RSP-3599,CUST-4389,2025-02-07,Asia-Pacific,Mid-Market,Finance,Phone,Pricing,3,3,4,No,Billing error was not resolved on time.
RSP-3600,CUST-1625,2025-04-18,Europe,SMB,Retail,Web,Product,9,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-3601,CUST-4074,2025-06-10,Europe,SMB,Technology,Email,Customer Support,10,5,1,Yes,No feedback provided
RSP-3602,CUST-2319,2025-04-03,Asia-Pacific,SMB,Healthcare,Email,Quality,10,4,1,Yes,The team went above and beyond to help us with our migration.
RSP-3603,CUST-1083,2025-04-02,Europe,Mid-Market,Finance,Email,Delivery,10,5,2,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-3604,CUST-1960,2025-06-25,Europe,SMB,Technology,Phone,Customer Support,8,3,2,Yes,"Acceptable response time, issue was eventually fixed."
RSP-3605,CUST-4964,2025-11-11,Europe,SMB,Manufacturing,Email,Delivery,0,1,10,No,Frequent downtime impacted our business operations.
RSP-3606,CUST-1041,2025-03-23,North America,Mid-Market,Technology,Email,Quality,7,4,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-3607,CUST-1996,2025-04-09,North America,Enterprise,Retail,Web,Customer Support,2,2,4,Yes,Frequent downtime impacted our business operations.
RSP-3608,CUST-1242,2025-10-02,Europe,Mid-Market,Retail,Web,Product,5,1,4,Yes,Support response was extremely slow and unhelpful.
RSP-3609,CUST-5192,2025-03-20,Asia-Pacific,Enterprise,Retail,Phone,Delivery,4,2,7,Yes,Pricing is way too high for the features provided.
RSP-3610,CUST-3989,2025-02-28,Latin America,Enterprise,Manufacturing,Email,Quality,7,4,2,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-3611,CUST-1241,2025-06-17,Asia-Pacific,SMB,Healthcare,Email,Product,9,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-3612,CUST-2800,2025-02-12,Europe,Enterprise,Technology,Web,Product,10,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-3613,CUST-3192,2025-05-21,Europe,Mid-Market,Healthcare,Email,Customer Support,7,4,3,Yes,"Service is okay, expecting more frequent software updates."
RSP-3614,CUST-2632,2025-02-17,Asia-Pacific,Mid-Market,Healthcare,Email,Product,9,3,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-3615,CUST-3411,2025-08-28,Europe,Mid-Market,Technology,Email,Customer Support,2,2,21,No,Billing error was not resolved on time.
RSP-3616,CUST-4572,2025-09-20,Europe,Mid-Market,Technology,In-App,Pricing,6,1,5,Yes,Customer service agent was rude and transferred me three times.
RSP-3617,CUST-2581,2025-05-09,Europe,Enterprise,Finance,Phone,Product,9,4,2,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-3618,CUST-2621,2025-12-18,North America,Enterprise,Manufacturing,Phone,Delivery,0,2,5,No,Quality has visibly degraded over the last few months.
RSP-3619,CUST-4218,2025-02-22,Middle East & Africa,SMB,Manufacturing,Email,Product,6,1,21,Yes,Frequent downtime impacted our business operations.
RSP-3620,CUST-3552,2025-03-26,Asia-Pacific,SMB,Healthcare,Email,Product,5,2,7,Yes,Pricing is way too high for the features provided.
RSP-3621,CUST-4996,2025-08-10,Asia-Pacific,Mid-Market,Technology,Web,Delivery,3,2,14,No,Billing error was not resolved on time.
RSP-3622,CUST-4471,2025-11-02,North America,Mid-Market,Technology,In-App,Product,5,3,21,No,Quality has visibly degraded over the last few months.
RSP-3623,CUST-3611,2025-11-15,North America,Mid-Market,Retail,Phone,Product,4,3,7,No,Product keeps crashing after the latest update.
RSP-3624,CUST-4137,2025-08-08,North America,Mid-Market,Manufacturing,Email,Customer Support,4,1,10,No,Pricing is way too high for the features provided.
RSP-3625,CUST-3891,2025-07-11,Europe,Enterprise,Technology,In-App,Product,9,5,3,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-3626,CUST-4681,2025-03-27,North America,SMB,Technology,Email,Delivery,5,1,7,Yes,Support response was extremely slow and unhelpful.
RSP-3627,CUST-5189,2025-05-10,North America,Mid-Market,Healthcare,Web,Customer Support,10,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-3628,CUST-3404,2025-11-06,Europe,Mid-Market,Finance,Email,Product,9,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-3629,CUST-4262,2025-01-16,Europe,Mid-Market,Technology,In-App,Customer Support,7,3,2,Yes,No feedback provided
RSP-3630,CUST-2473,2025-06-15,North America,Enterprise,Healthcare,Phone,Customer Support,8,5,2,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-3631,CUST-2523,2025-07-03,North America,Mid-Market,Finance,Email,Delivery,8,3,3,No,"Pricing is fair, but onboarding was slightly confusing."
RSP-3632,CUST-1595,2025-04-21,Europe,SMB,Retail,Email,Product,9,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-3633,CUST-4047,2025-03-16,North America,SMB,Healthcare,In-App,Pricing,7,4,3,Yes,"Acceptable response time, issue was eventually fixed."
RSP-3634,CUST-2001,2025-01-05,Europe,Mid-Market,Healthcare,Web,Delivery,7,4,2,Yes,"Acceptable response time, issue was eventually fixed."
RSP-3635,CUST-1089,2025-06-18,Middle East & Africa,SMB,Technology,Email,Pricing,1,1,5,Yes,Pricing is way too high for the features provided.
RSP-3636,CUST-4812,2025-10-18,Europe,Enterprise,Finance,Email,Customer Support,8,4,2,Yes,"Acceptable response time, issue was eventually fixed."
RSP-3637,CUST-2905,2025-10-15,Europe,Mid-Market,Finance,Phone,Product,3,1,7,Yes,Product keeps crashing after the latest update.
RSP-3638,CUST-4158,2025-05-26,Asia-Pacific,SMB,Retail,Email,Delivery,8,3,3,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-3639,CUST-2781,2025-02-22,Latin America,Mid-Market,Technology,Web,Product,10,5,1,Yes,The team went above and beyond to help us with our migration.
